School,Gender,Role,citations,earliest_pub
University of Washington,Male,Professor,1836,1983
University of Washington,Male,Professor,608,1983
University of Washington,Male,Professor,247,1985
University of Washington,Male,Professor,3079,1986
University of Washington,Male,Professor,603,1987
University of Washington,Male,Professor,702,1988
University of Washington,Male,Professor,949,1989
University of Washington,Male,Professor,630,1990
University of Washington,Male,Professor,471,1991
University of Washington,Male,Professor,507,1991
University of Washington,Male,Professor,1906,1991
University of Washington,Female,Professor,805,1992
University of Washington,Female,Professor,825,1993
University of Washington,Female,Professor,649,1995
University of Washington,Male,Professor,414,1996
University of Washington,Female,Professor,298,1998
University of Washington,Male,Professor,275,1998
University of Washington,Male,Professor,293,2002
University of Washington,Male,Professor,320,2004
University of Washington,Male,Professor,277,2006
University of Wisconsin - Madison,Male,Professor,579,1978
University of Wisconsin - Madison,Male,Professor,2454,1982
University of Wisconsin - Madison,Male,Professor,1876,1985
University of Wisconsin - Madison,Male,Professor,867,1985
University of Wisconsin - Madison,Male,Professor,1452,1985
University of Wisconsin - Madison,Male,Professor,194,1986
University of Wisconsin - Madison,Male,Professor,535,1986
University of Wisconsin - Madison,Female,Professor,299,1987
University of Wisconsin - Madison,Female,Professor,68,1988
University of Wisconsin - Madison,Male,Professor,348,1989
University of Wisconsin - Madison,Male,Professor,106,1989
University of Wisconsin - Madison,Male,Professor,553,1989
University of Wisconsin - Madison,Male,Professor,998,1991
University of Wisconsin - Madison,Male,Professor,440,1992
University of Wisconsin - Madison,Male,Professor,682,1993
University of Wisconsin - Madison,Male,Professor,232,1997
University of Wisconsin - Madison,Male,Professor,361,1997
University of Wisconsin - Madison,Male,Professor,332,1997
University of Wisconsin - Madison,Male,Professor,236,1998
University of Wisconsin - Madison,Male,Professor,394,2000
University of Wisconsin - Madison,Male,Professor,84,2000
University of Wisconsin - Madison,Male,Professor,580,2002
University of Wisconsin - Madison,Male,Professor,203,2002
University of Wisconsin - Madison,Male,Professor,26,2004
University of Wisconsin - Madison,Male,Professor,301,2005
University of Wisconsin - Madison,Male,Professor,256,2005
University of Wisconsin - Milwaukee,Male,Professor,1,1969
University of Wisconsin - Milwaukee,Male,Professor,438,1980
University of Wisconsin - Milwaukee,Male,Professor,30,1981
University of Wisconsin - Milwaukee,Male,Professor,88,1983
University of Wisconsin - Milwaukee,Male,Professor,110,1986
University of Wisconsin - Milwaukee,Male,Professor,95,1988
University of Wisconsin - Milwaukee,Male,Professor,153,1988
University of Wisconsin - Milwaukee,Male,Professor,5,1996
University of Wisconsin - Milwaukee,Male,Professor,94,1998
University of Wisconsin - Milwaukee,Male,Professor,252,2001
University of Wisconsin - Milwaukee,Male,Professor,582,2001
Vanderbilt,Male,Professor,1919,1966
Vanderbilt,Male,Professor,2710,1966
Vanderbilt,Male,Professor,1510,1968
Vanderbilt,Male,Professor,3252,1968
Vanderbilt,Male,Professor,2865,1968
Vanderbilt,Male,Professor,33,1972
Vanderbilt,Male,Professor,3293,1975
Vanderbilt,Male,Professor,559,1975
Vanderbilt,Male,Professor,693,1976
Vanderbilt,Male,Professor,291,1977
Vanderbilt,Male,Professor,867,1977
Vanderbilt,Male,Professor,1495,1978
Vanderbilt,Male,Professor,429,1979
Vanderbilt,Male,Professor,348,1982
Vanderbilt,Male,Professor,880,1984
Vanderbilt,Male,Professor,1120,1985
Vanderbilt,Male,Professor,1071,1988
Vanderbilt,Male,Professor,277,1989
Vanderbilt,Male,Professor,390,1990
Vanderbilt,Male,Professor,1562,1994
Vanderbilt,Male,Professor,985,1999
Vanderbilt,Male,Professor,318,2003
Virgina Commonwealth,Male,Professor,360,1988
Virgina Commonwealth,Male,Professor,374,1996
Virginia Polytechnic Institute and State University,Male,Professor,353,1973
Virginia Polytechnic Institute and State University,Male,Professor,570,1977
Virginia Polytechnic Institute and State University,Male,Professor,293,1980
Virginia Polytechnic Institute and State University,Male,Professor,615,1981
Virginia Polytechnic Institute and State University,Male,Professor,43,1982
Virginia Polytechnic Institute and State University,Male,Professor,421,1983
Virginia Polytechnic Institute and State University,Male,Professor,771,1985
Virginia Polytechnic Institute and State University,Male,Professor,692,1986
Virginia Polytechnic Institute and State University,Male,Professor,1,1988
Virginia Polytechnic Institute and State University,Male,Professor,664,1989
Virginia Polytechnic Institute and State University,Male,Professor,426,1991
Virginia Polytechnic Institute and State University,Male,Professor,883,1991
Virginia Polytechnic Institute and State University,Male,Professor,314,1993
Virginia Polytechnic Institute and State University,Male,Professor,781,1997
Virginia Polytechnic Institute and State University,Male,Professor,513,1998
Virginia Polytechnic Institute and State University,Male,Professor,1796,1998
Virginia Polytechnic Institute and State University,Male,Professor,549,1999
Virginia Polytechnic Institute and State University,Female,Professor,213,1999
Virginia Polytechnic Institute and State University,Female,Professor,54,2000
Virginia Polytechnic Institute and State University,Male,Professor,694,2001
Virginia Polytechnic Institute and State University,Male,Professor,320,2004
Washington State University,Male,Professor,73,1967
Washington State University,Male,Professor,1,1976
Washington State University,Male,Professor,284,1978
Washington State University,Male,Professor,120,1982
Washington State University,Male,Professor,81,1985
Washington State University,Male,Professor,94,1986
Washington State University,Female,Professor,471,1987
Washington State University,Male,Professor,531,1987
Washington State University,Male,Professor,842,1988
Washington State University,Male,Professor,2,1989
Washington State University,Male,Professor,156,1993
Washington State University,Male,Professor,0,1994
Washington State University,Female,Professor,15,1996
Washington University in St Louis,Male,Professor,18,1965
Washington University in St Louis,Male,Professor,3206,1974
Washington University in St Louis,Male,Professor,246,1977
Washington University in St Louis,Male,Professor,238,1985
Washington University in St Louis,Male,Professor,316,1986
Washington University in St Louis,Male,Professor,163,1989
Washington University in St Louis,Male,Professor,759,1989
Washington University in St Louis,Male,Professor,820,1989
Washington University in St Louis,Female,Professor,194,1992
Washington University in St Louis,Male,Professor,376,1996
Washington University in St Louis,Male,Professor,235,2000
Washington University in St Louis,Male,Professor,271,2002
Washington University in St Louis,Male,Professor,278,2003
Washington University in St Louis,Male,Professor,41,2003
Washington University in St Louis,Male,Professor,478,2005
Wayne State,Male,Professor,708,1967
Wayne State,Male,Professor,6186,1970
Wayne State,Male,Professor,208,1973
Wayne State,Male,Professor,31,1973
Wayne State,Male,Professor,713,1974
Wayne State,Male,Professor,110,1975
Wayne State,Male,Professor,49,1982
Wayne State,Male,Professor,194,1984
Wayne State,Male,Professor,604,1984
Wayne State,Male,Professor,3296,1987
Wayne State,Male,Professor,339,1989
Wayne State,Male,Professor,1879,1991
Wayne State,Male,Professor,482,1996
Wayne State,Female,Professor,330,1998
Wayne State,Male,Professor,231,2004
West Virginia University,Male,Professor,123,1975
West Virginia University,Male,Professor,625,1978
West Virginia University,Male,Professor,344,1981
West Virginia University,Male,Professor,85,1981
West Virginia University,Male,Professor,872,1981
West Virginia University,Male,Professor,300,1982
West Virginia University,Male,Professor,206,1983
West Virginia University,Male,Professor,97,1984
West Virginia University,Male,Professor,1276,1987
West Virginia University,Female,Professor,3,1995
West Virginia University,Male,Professor,365,1998
Yale,Male,Professor,7525,1964
Yale,Male,Professor,1003,1972
Yale,Male,Professor,4173,1974
Yale,Male,Professor,556,1975
Yale,Male,Professor,1843,1978
Yale,Male,Professor,3429,1980
Yale,Male,Professor,1436,1981
Yale,Male,Professor,94,1988
Yale,Male,Professor,1725,1989
Yale,Male,Professor,1801,1990
Yale,Male,Professor,2529,1991
Yale,Male,Professor,625,1992
Yale,Male,Professor,1562,1992
Yale,Male,Professor,17,1994
Yale,Female,Professor,678,1996
Yale,Male,Professor,3311,1996
Yale,Male,Professor,529,2001
Yale,Male,Professor,466,2005
Yale,Male,Professor,40,2011
Yeshiva,Male,Professor,32,1961
Yeshiva,Male,Professor,2780,1983
Yeshiva,Female,Professor,76,1988
Yeshiva,Male,Professor,285,1995
George Mason University,Male,Professor,475,1993
George Mason University,Female,Professor,451,1978
George Mason University,Female,Professor,119,2002
George Mason University,Female,Professor,142,1999
George Mason University,Male,Professor,82,1987
George Mason University,Male,Professor,276,1972
George Mason University,Male,Professor,197,1982
George Mason University,Male,Professor,329,1980
George Mason University,Female,Professor,173,1996
George Mason University,Male,Professor,630,1982
George Mason University,Male,Professor,75,1998
George Mason University,Male,Professor,445,1973
George Mason University,Male,Professor,598,1989
George Mason University,Male,Professor,641,1989
George Mason University,Male,Professor,500,2003
University of Connecticut,Male,Professor,718,2002
University of Connecticut,Female,Professor,16,2002
University of Connecticut,Male,Professor,684,1989
University of Connecticut,Female,Professor,159,1992
University of Connecticut,Male,Professor,230,1999
University of Connecticut,Male,Professor,2686,1991
University of Connecticut,Male,Professor,512,1988
University of Connecticut,Male,Professor,951,2003
University of Connecticut,Male,Professor,279,1989
University of Connecticut,Male,Professor,286,1998
University of Connecticut,Male,Professor,749,1986
University of Connecticut,Male,Professor,897,1992
University of Connecticut,Male,Professor,6,1977
University of Connecticut,Male,Professor,316,1998
University of Connecticut,Male,Professor,1684,1978
University of Connecticut,Male,Professor,224,2005
University of Connecticut,Female,Professor,301,1996
IAS,Male,Professor,1775,1999
IAS,Male,Professor,3512,1981
IAS,Male,Professor,5504,1980
IAS,Male,Professor,776,1998
IAS,Male,Professor,3144,1983
IAS,Male,Professor,792,2002
University of Delaware,Male,Professor,394,1995
University of Delaware,Male,Professor,103,1991
University of Delaware,Male,Professor,367,2004
University of Delaware,Female,Professor,26,1971
University of Delaware,Male,Professor,358,1997
University of Delaware,Male,Professor,971,1993
University of Delaware,Male,Professor,161,1971
University of Delaware,Male,Professor,316,2001
University of Delaware,Male,Professor,506,1977
University of Delaware,Male,Professor,3852,1983
University of Delaware,Male,Professor,362,1996
University of Delaware,Male,Professor,287,1991
University of Delaware,Female,Professor,470,2007
University of Delaware,Male,Professor,565,1988
University of Delaware,Male,Professor,73,1993
University of Delaware,Male,Professor,663,1990
University of Florida,Male,Professor,431,1973
University of Florida,Male,Professor,8432,1961
University of Florida,Male,Professor,387,1987
University of Florida,Male,Professor,986,1972
University of Florida,Male,Professor,855,1993
University of Florida,Male,Professor,283,1983
University of Florida,Male,Professor,290,1964
University of Florida,Male,Professor,440,1972
University of Florida,Male,Professor,1496,1983
University of Florida,Male,Professor,1411,1978
University of Florida,Male,Professor,1197,1984
University of Florida,Male,Professor,135,1978
University of Florida,Male,Professor,2656,1972
University of Florida,Male,Professor,44,2013
University of Florida,Male,Professor,459,1968
University of Florida,Male,Professor,74,1996
University of Florida,Female,Professor,562,1989
University of Florida,Male,Professor,933,1985
University of Florida,Male,Professor,690,1972
University of Florida,Male,Professor,954,1962
University of Florida,Male,Professor,53,1986
University of Florida,Male,Professor,485,1973
University of Florida,Male,Professor,66,1988
University of Florida,Male,Professor,219,1987
University of Florida,Male,Professor,84,1967
University of Florida,Male,Professor,461,1981
University of Florida,Male,Professor,614,1978
University of Florida,Male,Professor,353,1995
University of Georgia,Male,Professor,191,1982
University of Georgia,Male,Professor,796,1987
University of Georgia,Male,Professor,240,1982
University of Georgia,Male,Professor,286,1998
University of Georgia,Male,Professor,195,2003
University of Georgia,Male,Professor,591,1984
University of Georgia,Male,Professor,217,1973
University of Georgia,Male,Professor,482,1992
University of Georgia,Male,Professor,287,1993
University of Georgia,Male,Professor,1304,1984
University of Georgia,Male,Professor,59,2004
University of Georgia,Male,Professor,475,1988
University of Georgia,Male,Professor,151,1991
University of Georgia,Female,Professor,382,1986
University of Georgia,Male,Professor,811,1990
University of Georgia,Male,Professor,137,1984
University of Georgia,Male,Professor,147,1993
University of Georgia,Male,Professor,277,2000
University of Georgia,Male,Professor,150,1988
SUNY Albany,Male,Professor,199,1989
SUNY Albany,Male,Professor,353,1987
SUNY Albany,Male,Professor,718,1995
SUNY Albany,Male,Professor,271,1973
SUNY Albany,Male,Professor,442,1997
SUNY Albany,Male,Professor,3968,1986
Syracuse University,Male,Professor,503,1986
Syracuse University,Male,Professor,5,1982
Syracuse University,Male,Professor,242,1990
Syracuse University,Male,Professor,737,1976
Syracuse University,Male,Professor,179,1982
Syracuse University,Male,Professor,424,1964
Syracuse University,Male,Professor,335,1982
Syracuse University,Male,Professor,4134,1974
Syracuse University,Female,Professor,59,1988
Syracuse University,Male,Professor,188,1972
Syracuse University,Male,Professor,350,1996
Syracuse University,Female,Professor,217,1997
Syracuse University,Male,Professor,390,2000
Syracuse University,Male,Professor,159,1980
Syracuse University,Male,Professor,180,1981
Syracuse University,Female,Professor,202,1997
Syracuse University,Male,Professor,988,2000
Syracuse University,Male,Professor,413,1970
Syracuse University,Male,Professor,107,1985
Syracuse University,Male,Professor,468,2000
Syracuse University,Male,Professor,1150,1982
Syracuse University,Male,Professor,165,1991
Syracuse University,Male,Professor,336,1981
Texas Tech University,Male,Professor,216,2004
Texas Tech University,Male,Professor,379,1968
Texas Tech University,Male,Professor,944,2000
Texas Tech University,Male,Professor,235,1989
Texas Tech University,Male,Professor,199,1975
Texas Tech University,Male,Professor,29,2005
Texas Tech University,Female,Professor,241,1990
Texas Tech University,Male,Professor,268,1977
Texas Tech University,Male,Professor,102,1986
Texas Tech University,Male,Professor,1234,1973
Texas Tech University,Male,Professor,16,1982
Texas Tech University,Male,Professor,447,1983
Texas Tech University,Male,Professor,11,1999
Texas Tech University,Female,Professor,71,1991
Texas Tech University,Male,Professor,35,2000
Texas Tech University,Male,Professor,167,1989
Texas Tech University,Male,Professor,62,1999
The University of Alabama,Male,Professor,54,1968
The University of Alabama,Male,Professor,70,1990
The University of Alabama,Male,Professor,2092,1992
The University of Alabama,Male,Professor,303,1980
The University of Alabama,Male,Professor,436,1989
The University of Alabama,Male,Professor,83,2001
The University of Alabama,Male,Professor,8,1989
The University of Alabama,Male,Professor,4,1989
The University of Alabama,Male,Professor,35,1975
The University of Alabama,Male,Professor,189,1974
The University of Alabama,Male,Professor,173,1963
The University of Alabama,Male,Professor,111,1997
The University of Alabama,Male,Professor,100,1986
The University of Alabama,Male,Professor,560,2003
The University of Tennessee,Male,Professor,38,1978
The University of Tennessee,Male,Professor,168,1996
The University of Tennessee,Male,Professor,594,1990
The University of Tennessee,Male,Professor,149,1989
The University of Tennessee,Male,Professor,764,1972
The University of Tennessee,Male,Professor,1495,1985
The University of Tennessee,Male,Professor,1510,1983
The University of Tennessee,Male,Professor,1223,1980
The University of Tennessee,Female,Professor,1155,1981
The University of Tennessee,Male,Professor,39,1981
The University of Tennessee,Male,Professor,155,2008
The University of Tennessee,Male,Professor,211,1982
The University of Tennessee,Male,Professor,72,2004
The University of Tennessee,Male,Professor,225,1989
The University of Tennessee,Male,Professor,215,1970
The University of Tennessee,Male,Professor,835,1984
The University of Tennessee,Male,Professor,1153,1975
The University of Tennessee,Male,Professor,44,1995
The University of Tennessee,Male,Professor,172,1979
The University of Tennessee,Male,Professor,504,1976
The University of Tennessee,Male,Professor,798,1977
The University of Tennessee,Male,Professor,854,1982
The University of Tennessee,Female,Professor,1205,1974
The University of Tennessee,Male,Professor,552,2007
The University of Tennessee,Male,Professor,1675,1996
Tufts University,Male,Professor,49,1984
Tufts University,Male,Professor,134,1985
Tufts University,Male,Professor,108,1984
Tufts University,Male,Professor,2339,1989
Tufts University,Male,Professor,222,1996
Tufts University,Male,Professor,556,1969
Tufts University,Male,Professor,107,1995
Tufts University,Male,Professor,879,1978
Tufts University,Female,Professor,161,1996
Tufts University,Male,Professor,372,1984
Tufts University,Male,Professor,1147,1979
Tufts University,Female,Professor,85,2003
University of Arizona,Male,Professor,196,1997
University of Arizona,Male,Professor,205,1994
University of Arizona,Male,Professor,1600,1968
University of Arizona,Male,Professor,482,1980
University of Arizona,Male,Professor,491,1977
University of Arizona,Male,Professor,24,1976
University of Arizona,Male,Professor,155,1998
University of Arizona,Male,Professor,479,1996
University of Arizona,Male,Professor,537,1989
University of Arizona,Male,Professor,676,1992
University of Arizona,Female,Professor,125,1988
University of Arizona,Male,Professor,504,1985
University of Arizona,Male,Professor,212,1983
University of Arizona,Male,Professor,194,1976
University of Arizona,Male,Professor,1917,1966
University of Arizona,Male,Professor,42,1984
University of Arizona,Male,Professor,235,1983
University of Arizona,Male,Professor,207,1987
University of Arizona,Male,Professor,161,1995
University of Arizona,Male,Professor,339,1986
University of Arizona,Male,Professor,236,1989
University of Arizona,Male,Professor,2619,1962
University of Buffalo,Male,Professor,369,1995
University of Buffalo,Male,Professor,267,1968
University of Buffalo,Male,Professor,981,1964
University of Buffalo,Male,Professor,15,1974
University of Buffalo,Male,Professor,730,1966
University of Buffalo,Male,Professor,403,1972
University of Buffalo,Male,Professor,621,1972
University of Buffalo,Male,Professor,617,2002
University of Buffalo,Female,Professor,215,1999
University of Buffalo,Male,Professor,745,1981
University of Buffalo,Female,Professor,420,1998
University of Buffalo,Male,Professor,237,1989
University of Buffalo,Male,Professor,23,1992
University of Buffalo,Male,Professor,397,1981
University of Buffalo,Male,Professor,384,1991
University of Arkansas,Male,Professor,103,1986
University of Arkansas,Male,Professor,37,1975
University of Arkansas,Male,Professor,70,1971
University of Arkansas,Male,Professor,125,1994
University of Arkansas,Male,Professor,101,2004
University of Arkansas,Male,Professor,155,1970
University of Arkansas,Male,Professor,672,1976
University of Arkansas,Male,Professor,22,1989
University of Arkansas,Male,Professor,170,1997
University of Arkansas,Male,Professor,186,1997
University of Arkansas,Male,Professor,473,1982
University of Central Florida,Male,Professor,88,1984
University of Central Florida,Male,Professor,75,1986
University of Central Florida,Male,Professor,1585,1986
University of Central Florida,Male,Professor,3349,1973
University of Central Florida,Male,Professor,355,1992
University of Central Florida,Male,Professor,30,1988
University of Central Florida,Male,Professor,469,1976
University of Central Florida,Male,Professor,394,1971
University of Central Florida,Male,Professor,1189,1963
University of Central Florida,Female,Professor,273,1982
University of Central Florida,Male,Professor,501,1989
University of Central Florida,Male,Professor,209,1970
University of Central Florida,Female,Professor,279,1991
University of Central Florida,Male,Professor,40,1977
University of Central Florida,Female,Professor,216,1998
University of Central Florida,Male,Professor,1101,1991
University of Central Florida,Male,Professor,372,1992
University of Central Florida,Male,Professor,431,2003
University of Central Florida,Male,Professor,279,1985
University of Central Florida,Male,Professor,315,1978
University of Central Florida,Male,Professor,2974,1984
University of Central Florida,Male,Professor,471,1986
Georgetown University,Male,Professor,1282,1981
Georgetown University,Male,Professor,475,1996
Georgetown University,Male,Professor,300,1981
Georgetown University,Male,Professor,335,1988
Georgetown University,Male,Professor,5,2004
Georgetown University,Female,Professor,99,1994
Georgetown University,Male,Professor,62,1974
Georgetown University,Female,Professor,59,2003
Georgia State University,Male,Professor,230,1998
Georgia State University,Male,Professor,609,1990
Georgia State University,Male,Professor,167,1997
Georgia State University,Male,Professor,380,1973
Georgia State University,Female,Professor,1,2004
Georgia State University,Male,Professor,296,1990
Georgia State University,Male,Professor,865,1995
Georgia State University,Male,Professor,100,1993
Georgia State University,Female,Professor,163,1992
Georgia State University,Female,Professor,1,2008
Georgia State University,Male,Professor,70,1983
Iowa State University,Male,Professor,322,1996
Iowa State University,Male,Professor,25,1976
Iowa State University,Male,Professor,1126,1996
Iowa State University,Male,Professor,96,2003
Iowa State University,Male,Professor,15,1977
Iowa State University,Male,Professor,1513,1992
Iowa State University,Male,Professor,20,1970
Iowa State University,Male,Professor,694,1990
Iowa State University,Male,Professor,253,1995
Iowa State University,Male,Professor,95,1995
Iowa State University,Male,Professor,550,1979
Iowa State University,Male,Professor,58,2005
Iowa State University,Male,Professor,737,1981
Iowa State University,Male,Professor,964,1997
Iowa State University,Male,Professor,914,1976
Iowa State University,Female,Professor,49,2004
Iowa State University,Male,Professor,305,1999
Iowa State University,Male,Professor,111,1986
Iowa State University,Male,Professor,172,1991
Kansas State University,Male,Professor,164,1991
Kansas State University,Male,Professor,155,1972
Kansas State University,Male,Professor,121,1975
Kansas State University,Male,Professor,478,1984
Kansas State University,Female,Professor,41,1989
Kansas State University,Male,Professor,221,1984
Kansas State University,Male,Professor,45,1987
Kansas State University,Male,Professor,228,1987
Kansas State University,Female,Professor,206,2001
Kansas State University,Male,Professor,220,1992
Kansas State University,Male,Professor,1501,1980
Kansas State University,Male,Professor,2455,1997
Kansas State University,Male,Professor,834,1984
Louisiana State University,Male,Professor,287,2001
Louisiana State University,Male,Professor,109,1975
Louisiana State University,Male,Professor,199,1987
Louisiana State University,Male,Professor,137,2001
Louisiana State University,Male,Professor,808,1999
Louisiana State University,Female,Professor,5441,1988
Louisiana State University,Male,Professor,11,2009
Louisiana State University,Male,Professor,259,1996
Louisiana State University,Male,Professor,351,1991
Louisiana State University,Male,Professor,532,1980
Louisiana State University,Male,Professor,69,1998
Louisiana State University,Male,Professor,133,1977
Louisiana State University,Male,Professor,1447,1970
Louisiana State University,Male,Professor,2015,1967
Louisiana State University,Male,Professor,504,1986
Louisiana State University,Male,Professor,544,1978
Louisiana State University,Female,Professor,207,2002
Louisiana State University,Male,Professor,279,1982
Louisiana State University,Male,Professor,436,2000
Louisiana State University,Male,Professor,1448,1981
Louisiana State University,Male,Professor,438,1993
Louisiana State University,Male,Professor,241,1989
Louisiana State University,Male,Professor,2534,1977
Louisiana State University,Male,Professor,51,1970
Louisiana State University,Male,Professor,786,1972
Louisiana State University,Male,Professor,77,1995
Louisiana State University,Male,Professor,111,1997
Louisiana State University,Male,Professor,59,1985
Louisiana State University,Male,Professor,163,1985
Louisiana State University,Male,Professor,1345,1983
Louisiana State University,Male,Professor,113,1990
Louisiana State University,Male,Professor,531,1990
Louisiana State University,Male,Professor,1572,1988
Louisiana State University,Male,Professor,459,1996
Michigan State University,Male,Professor,972,1977
Michigan State University,Male,Professor,480,2001
Michigan State University,Male,Professor,408,1974
Michigan State University,Male,Professor,512,2005
Michigan State University,Male,Professor,360,1982
Michigan State University,Male,Professor,93,1976
Michigan State University,Female,Professor,441,1993
Michigan State University,Male,Professor,125,1999
Michigan State University,Male,Professor,185,2002
Michigan State University,Male,Professor,231,1988
Michigan State University,Male,Professor,620,1992
Michigan State University,Male,Professor,1061,1980
Michigan State University,Male,Professor,1306,1976
Michigan State University,Male,Professor,940,2000
Michigan State University,Male,Professor,1751,1979
Michigan State University,Male,Professor,410,1998
Michigan State University,Male,Professor,318,1988
Michigan State University,Male,Professor,190,2007
Michigan State University,Male,Professor,2931,1978
Michigan State University,Female,Professor,118,1975
Michigan State University,Male,Professor,19,1964
Michigan State University,Male,Professor,403,2001
Michigan State University,Male,Professor,1071,1996
Michigan State University,Male,Professor,602,1981
Michigan State University,Male,Professor,244,1993
Michigan State University,Female,Professor,665,1982
Michigan State University,Male,Professor,199,1998
Michigan State University,Male,Professor,341,1986
New Jersey Institute of Technology,Male,Professor,6,1990
New Jersey Institute of Technology,Male,Professor,144,1971
New Jersey Institute of Technology,Male,Professor,38,1981
New Jersey Institute of Technology,Female,Professor,198,2000
New Jersey Institute of Technology,Male,Professor,111,1994
New Jersey Institute of Technology,Male,Professor,201,1995
New Jersey Institute of Technology,Female,Professor,96,1997
New Jersey Institute of Technology,Male,Professor,3,1988
New Jersey Institute of Technology,Male,Professor,222,2001
New Jersey Institute of Technology,Male,Professor,65,1999
New Jersey Institute of Technology,Male,Professor,8,1986
New Jersey Institute of Technology,Male,Professor,32,1995
New Jersey Institute of Technology,Male,Professor,57,1975
New Jersey Institute of Technology,Male,Professor,592,1996
New Jersey Institute of Technology,Male,Professor,222,1989
New Jersey Institute of Technology,Male,Professor,44,1998
North Carolina State University,Male,Professor,706,1996
North Carolina State University,Female,Professor,553,1991
North Carolina State University,Male,Professor,908,1982
North Carolina State University,Female,Professor,21,1976
North Carolina State University,Male,Professor,4048,1990
North Carolina State University,Male,Professor,239,1991
North Carolina State University,Male,Professor,37,1995
North Carolina State University,Male,Professor,294,1991
North Carolina State University,Female,Professor,712,1983
North Carolina State University,Male,Professor,3414,1983
North Carolina State University,Male,Professor,685,1985
North Carolina State University,Male,Professor,876,1982
North Carolina State University,Male,Professor,21,1986
North Carolina State University,Female,Professor,140,2000
North Carolina State University,Male,Professor,3200,1981
North Carolina State University,Male,Professor,598,1981
North Carolina State University,Male,Professor,101,2000
North Carolina State University,Female,Professor,62,1992
North Carolina State University,Male,Professor,1070,1969
North Carolina State University,Male,Professor,66,1980
North Carolina State University,Male,Professor,929,1982
North Carolina State University,Female,Professor,81,2001
North Carolina State University,Male,Professor,113,2002
North Carolina State University,Male,Professor,666,1999
North Carolina State University,Male,Professor,196,1980
North Carolina State University,Male,Professor,676,1976
North Carolina State University,Male,Professor,1628,1975
North Carolina State University,Male,Professor,280,1989
North Carolina State University,Male,Professor,264,1969
North Carolina State University,Male,Professor,728,2002
North Carolina State University,Female,Professor,125,1994
North Carolina State University,Male,Professor,115,1991
North Carolina State University,Male,Professor,792,1989
North Carolina State University,Male,Professor,215,1988
Oklahoma State University ,Female,Professor,134,1985
Oklahoma State University ,Male,Professor,52,1982
Oklahoma State University ,Male,Professor,59,1981
Oklahoma State University ,Male,Professor,298,2003
Oklahoma State University ,Male,Professor,446,1981
Oklahoma State University ,Male,Professor,1274,1968
Oklahoma State University ,Male,Professor,222,1997
Oklahoma State University ,Male,Professor,92,2004
Oklahoma State University ,Male,Professor,114,1985
Oklahoma State University ,Female,Professor,21,1979
Oklahoma State University ,Male,Professor,161,1977
Oklahoma State University ,Male,Professor,41,1983
Oklahoma State University ,Male,Professor,294,1991
Oklahoma State University ,Male,Professor,171,1977
Oklahoma State University ,Male,Professor,103,1972
Oklahoma State University ,Male,Professor,3364,1995
Oklahoma State University ,Male,Professor,197,1985
Oregon State University,Male,Professor,165,1987
Oregon State University,Female,Professor,138,2003
Oregon State University,Male,Professor,513,2001
Oregon State University,Male,Professor,196,1981
Oregon State University,Female,Professor,54,1993
Oregon State University,Male,Professor,154,1990
Oregon State University,Male,Professor,501,1977
Oregon State University,Male,Professor,386,1981
Oregon State University,Male,Professor,33,2003
Oregon State University,Female,Professor,148,1985
Oregon State University,Female,Professor,151,1995
Oregon State University,Male,Professor,190,1988
Oregon State University,Male,Professor,85,1992
Oregon State University,Male,Professor,327,1989
Oregon State University,Male,Professor,1934,1968
Oregon State University,Female,Professor,65,2001
Oregon State University,Male,Professor,220,1985
Rennselaer Polytechnic Institute,Male,Professor,358,1987
Rennselaer Polytechnic Institute,Male,Professor,90,1968
Rennselaer Polytechnic Institute,Male,Professor,614,1985
Rennselaer Polytechnic Institute,Male,Professor,53,1977
Rennselaer Polytechnic Institute,Male,Professor,182,1976
Rennselaer Polytechnic Institute,Male,Professor,833,1976
Rennselaer Polytechnic Institute,Male,Professor,224,1979
Rennselaer Polytechnic Institute,Male,Professor,190,1990
Rennselaer Polytechnic Institute,Male,Professor,102,1965
Rennselaer Polytechnic Institute,Female,Professor,662,2003
Rennselaer Polytechnic Institute,Male,Professor,189,1988
Rennselaer Polytechnic Institute,Male,Professor,56,1995
Rennselaer Polytechnic Institute,Male,Professor,34,1966
Rennselaer Polytechnic Institute,Male,Professor,287,1989
Rennselaer Polytechnic Institute,Male,Professor,358,1987
Rennselaer Polytechnic Institute,Male,Professor,436,2000
