,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
1103,andrew granville,university of montreal,5146,35,1987,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
1104,ronald solomon,ohio state university,,,1971,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,865,FALSE
1105,illya serdyuk,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
1106,matthew snyder,kent state university,,,,B Only,man,highered,domesticr2,lessri,,,,,,FALSE,,FALSE
1107,svetlana jitomirskaya,university of california irvine,2957,29,1981,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1240,FALSE
1108,willard miller,university of minnesota,,,1963,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1431,FALSE
1109,anton gorodetski,university of california irvine,876,18,2001,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,403,FALSE
1110,todd arbogast,university of texas at austin,5988,36,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1720,FALSE
1111,bogdan doytchinov,elizabethtown college,,,1997,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1112,evans harrell,georgia institute of technology,4042,33,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,713,FALSE
1113,christopher j larsen,worcester polytechnic institute,868,13,2002,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1114,anton kapustin,california institute of technology,9099,50,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,920,FALSE
1115,michael smith,university of california berkeley,,,2010,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1116,chris miller,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,734,FALSE
1117,percy deift,new york university,12810,53,1976,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5110,FALSE
1118,hamid hezari,university of california irvine,,,2009,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1119,kasun fernando,university of toronto,,,,B Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1120,william j martin,worcester polytechnic institute,1373,18,2017,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1121,mark sapir,vanderbilt university,3108,30,1983,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1495,FALSE
1122,larry cahill,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1123,lev deych,queens college of cuny,1869,24,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
1124,sean lawton,george mason university,347,11,2006,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1125,alexander lisyansky,queens college of cuny,3365,32,,B Only,man,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
1126,maria lioudyno,university of california irvine,,,,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
1127,vrege amirkhanian,arkansas tech university,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
1128,anna lena horlemann,st gallen,491,13,,B Only,woman,highered,international,moreri,switzerland,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1129,david hansen,max planck institute for mathematics,,,2013,B Only,man,highered,international,moreri,germany,,,math,mathstat,FALSE,,FALSE
1130,ivan blank,kansas state university,150,7,2000,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,78,FALSE
1131,jeff cheeger,courant institute new york university,,,1967,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5725,FALSE
1132,pawel gburzynski,university of alberta,,,1982,B Only,man,highered,international,moreri,canada,retired,moresecure,comp,other ,FALSE,,FALSE
1133,andrew staats,university of colorado,,,,B Only,man,highered,domesticr1,moreri,,staff,lesssecure,other,other ,FALSE,,FALSE
1134,eleftherios gkioulekas,university of texas rio grande valley,206,7,2006,B Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1135,john lott,university of california berkeley,5063,30,1983,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1843,FALSE
1136,jon eugster,university of edinburgh,,,,B Only,man,highered,international,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1137,david duncan,james madison university,,,2001,B Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1138,vadym kurylenko,university of hamburg,,,1996,B Only,man,highered,international,moreri,germany,grad,lesssecure,math,mathstat,FALSE,,FALSE
1139,chad w jessup,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
1140,vladimir mandelshtam,university of california irvine,6536,41,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1141,deane yang,new york university,4119,31,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2272,FALSE
1142,richard borcherds,university of california berkeley,4636,25,1985,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1760,yes
1143,sarah dean rasmussen,university of cambridge,,,2009,B Only,woman,highered,international,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1144,jacob rasmussen,university of cambridge,,,2003,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
1145,mengyuan zhang,university of california berkeley,,,2018,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1146,christophe lecomte,,,,2007,B Only,man,,,,,,,,,FALSE,,FALSE
1147,jim simons,simons foundation,,,,B and C,man,nothighered,,,,,,,,FALSE,,FALSE
1148,scott armstrong,courant institute new york university,1476,23,2009,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,738,FALSE
1149,mirela ciperiani,university of texas at austin,91,5,2006,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1150,misha gromov,new york university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,12356,FALSE
1151,alexander yong,university of illinois,1054,19,2003,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,415,FALSE
1152,jonathan novak,university of california san diego,347,11,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1153,mark rudelson,university of michigan,,,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1094,FALSE
1154,nikos tzirakis,university of illinois,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,390,FALSE
1155,vasileios chousionis,university of connecticut,,,,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1156,burak erdogan,university of illinois,1005,19,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,554,FALSE
1157,lou van den dries,university of illinois,,,1978,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2468,FALSE
1158,alex buchel,western university,6467,46,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
1159,nahum zobin,college of william and mary,,,1975,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1160,latham boyle,perimeter institute,,,,B Only,man,highered,international,moreri,canada,,,other,other ,FALSE,,FALSE
1161,scott aaronson,university of texas at austin,7095,43,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,FALSE,,FALSE
1162,aydin mohseni,university of california irvine,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
1163,robert bryant,duke university,7570,40,1979,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2339,FALSE
1164,guido mislin,eth zurich,2079,22,1968,B Only,man,highered,international,moreri,switzerland,retired,moresecure,math,mathstat,FALSE,,FALSE
1165,deirdre haskell,mcmaster university,,,1990,B Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1166,george hagedorn,virginia tech,2219,26,1978,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,585,FALSE
1167,zoi rapti,university of illinois,600,13,2005,B Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1168,aaron weiss,merkaz lev academy,,,,B Only,man,,,,,,,,,FALSE,,FALSE
1169,stephen l clark,missouri university of science and technology,,,1987,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1170,lance littlejohn,baylor university,2525,26,1981,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1171,svetoslav zahariev,city university of new york laguardia college,7,1,1983,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1172,todd kapitula,calvin university,2497,30,1991,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1173,irina yaroshevskaya,yanbor llc,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
1174,fritz gesztesy,baylor university,11925,55,1976,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1175,martin r bridson,university of oxford,,,1991,B and C,man,highered,international,moreri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1176,federico rodriguez hertz,pennsylvania state university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,392,FALSE
1177,margaret a readdy,university of kentucky,709,16,1993,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,274,FALSE
1178,michael saks,rutgers university,8191,50,1980,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1098,FALSE
1179,richard ehrenborg,university of kentucky,2128,24,1993,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,723,FALSE
1180,wai yan pong,california state university dominguez hills,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1181,misha lyubich,stony brook university,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1729,FALSE
1182,dorina mitrea,baylor university,1300,18,1996,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1183,moshe dinowitz,city university of new york,,,,B Only,man,highered,domesticr1,moreri,,,,,,FALSE,,FALSE
1184,peter perry,university of kentucky,2388,27,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,910,FALSE
1185,andrei martinez finkelshtein,baylor university,1961,27,,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1186,vyacheslav m abramov,,,,2004,B Only,man,,,,,,,,,FALSE,,FALSE
1187,emily norton,tu kaiserslautern,,,2012,B Only,woman,highered,international,moreri,germany,,,math,mathstat,FALSE,,FALSE
1188,daria poliakova,university of copenhagen,,,,B Only,woman,highered,international,moreri,denmark,grad,lesssecure,math,mathstat,FALSE,,FALSE
1189,serge ochanine,university of kentucky,,,1978,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,TRUE,,FALSE
1190,zhenghe zhang,university of california riverside,125,7,2014,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1191,zhongwei shen,university of kentucky,,,1989,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1391,FALSE
1192,danny crytser,saint lawrence university,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1193,peter kuchment,texas am university,7851,42,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2782,FALSE
1194,curt wittig,university of southern california,8694,53,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1195,christopher manon,university of kentucky,266,10,2009,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1196,jonathon peterson,purdue university,248,9,2008,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1197,pavel etingof,massachusetts institute of technology,11041,51,1994,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4522,FALSE
1198,michelle lemasurier,hamilton college,,,1998,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1199,fedor manin,university of california santa barbara,38,4,2015,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1200,nicholas nguyen,university of kentucky,,,,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1201,nicholas castillo,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1202,crichton ogle,ohio state university,,,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,43,FALSE
1203,eric katz,ohio state university,643,14,2004,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1204,dongbin xiu,ohio state university,13349,37,2004,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1205,ivo terek,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1206,joseph stahl,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1207,rodica barbu,ohio state university,,,,B Only,woman,highered,domesticr1,moreri,,staff,lesssecure,math,mathstat,FALSE,,FALSE
1208,sohail farhangi,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1209,paul wedrich,max planck institute for mathematics,117,6,2015,B Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1210,andrey gogolev,ohio state university,,,2009,B Only,man,highered,domesticr1,moreri,,,,math,mathstat,FALSE,,FALSE
1211,matthew osborne,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1212,jason bramburger,university of victoria,34,4,2017,B Only,man,highered,international,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1213,yilong zhang,ohio state university,614,9,2016,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1214,dani byrd,university of southern california,6566,39,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1215,hanna reisler,university of southern california,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1216,ebenezer de oliveira,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1217,ludmil zikatanov,pennsylvania state university,2525,25,1995,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1126,FALSE
1218,john urschel,massachusetts institute of technology,62,4,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
1219,ian alevy,university of rochester,10,2,2018,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1220,sujoy mukherjee,ohio state university,,,1974,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1221,inna entova,ben gurion university,93,6,,B Only,woman,highered,international,moreri,israel,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1222,david anderson,ohio state university,,,2000,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1223,mee seong im,national academy of sciences,49,3,2014,B Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1224,chao zhang,university of southern california,11890,55,2013,B Only,man,highered,domesticr1,moreri,,associate,moresecure,other,other ,FALSE,,FALSE
1225,sergei yakovenko,weizmann institute of science,1493,20,1981,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
1226,blanca ayuso de dios,universita milano bicocca,864,15,,B Only,woman,highered,international,moreri,italy,associate,moresecure,math,mathstat,FALSE,,FALSE
1227,benedikt pä_ä__tscher,university of vienna,,,,B Only,man,highered,international,moreri,austria,professor,moresecure,math,mathstat,FALSE,,FALSE
1228,ulrike schneider,tu wien,,,2003,B Only,woman,highered,international,moreri,austria,associate,moresecure,math,mathstat,FALSE,,FALSE
1229,joseph steinberg,university of toronto,161,5,,B Only,man,highered,international,moreri,canada,assistant,lesssecure,other,other ,FALSE,,FALSE
1230,moo mele,university of delhi,,,,B Only,,,,,,,,,,FALSE,,FALSE
1231,yuval filmus,technion israel institute of technology,959,17,2013,B Only,man,highered,international,moreri,israel,assistant,lesssecure,comp,other ,FALSE,,FALSE
1232,michael davis,ohio state university,,,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1738,FALSE
1233,efstathia bura,tu wien,,,1996,B Only,woman,highered,international,moreri,austria,professor,moresecure,math,mathstat,FALSE,,FALSE
1234,monika ludwig,tu wien,2108,21,1994,B Only,woman,highered,international,moreri,austria,professor,moresecure,math,mathstat,TRUE,,FALSE
1235,peter zvengrowski,university of calgary,,,1965,B Only,man,highered,international,moreri,canada,retired,moresecure,math,mathstat,FALSE,,FALSE
1236,henri moscovici,ohio state university,3157,24,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1156,FALSE
1237,jean christophe mourrat,new york university,1108,21,2010,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1238,oleg viro,stony brook university,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1285,FALSE
1239,dr leonard bruton,university of calgary,4655,31,,B Only,man,highered,international,moreri,canada,retired,moresecure,comp,other ,FALSE,,FALSE
1240,yuval flicker,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,512,FALSE
1241,andrzej derdzinski,ohio state university,,,1976,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,527,FALSE
1242,panagiota daskalopoulos,columbia university,,,1992,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,613,FALSE
1243,daniel shapiro,ohio state university,,,2001,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,253,FALSE
1244,genadi levin,hebrew university of jerusalem,,,1983,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
1245,dennis a hejhal,university of minnesota,,,1999,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,999,FALSE
1246,mizan r khan,eastern connecticut state university,284,11,1990,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1247,you qi,university of virginia,137,7,2013,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1248,john oprea,cleveland state university,1904,16,1982,B Only,man,highered,domesticr2,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
1249,xuancheng shao,university of kentucky,,,2014,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1250,yury neretin,moscow state university,,,,B and C,man,highered,international,moreri,russia,professor,moresecure,math,mathstat,FALSE,,FALSE
1251,john baxter,university of minnesota,,,1969,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,169,FALSE
1252,vladimir finkelshtein,university of goettingen,,,,B Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1253,vladimir drinfeld,university of chicago,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,5027,FALSE
1254,stephen smale,university of california berkeley,39807,77,1957,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,7045,yes
1255,nat smale,university of utah,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,56,FALSE
1256,igor rivin,temple university,2437,24,1986,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,668,FALSE
1257,neil robertson,ohio state university,,,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3421,FALSE
1258,alexander barvinok,university of michigan,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1179,FALSE
1259,julia kempe,new york university,9644,34,2001,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,comp,other ,FALSE,,FALSE
1260,yuri santos rego,ovg university magdeburg,,,,A Only,man,highered,international,moreri,germany,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1261,derrick wigglesworth,university of arkansas,,,2018,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1262,john r klein,wayne state university,837,17,1989,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,339,FALSE
1263,evgeniy khain,oakland university,813,17,,B Only,man,highered,domesticr2,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
1264,peter makienko,unam unidad cuernavaca,110,6,,B Only,man,highered,international,moreri,mexico,professor,moresecure,math,mathstat,FALSE,,FALSE
1265,michael khasin,stinger ghaffarian technologies sgt,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
1266,bo guan,ohio state university,1246,20,1992,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,686,FALSE
1267,oleg kogan,cal poly san luis obispo,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,other,other ,FALSE,,FALSE
1268,andrei okounkov,columbia university,9335,48,1995,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3352,yes
1269,elham izadi,university of california san diego,,,1991,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,106,FALSE
1270,robert b burckel,kansas state university,,,1968,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,,FALSE
1271,surjeet rajendran,university of california berkeley,,,2019,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,other,other ,FALSE,,FALSE
1272,carrie diaz eaton,bates college,25,3,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,comp,other ,FALSE,,FALSE
1273,victor piercey,ferris state university,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1274,chad topaz,williams college,1657,16,2002,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1275,alexander diaz-lopez,villanova university,,,2016,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1276,drew lewis,university of south alabama,35,3,2012,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1277,stan yoshinobu,cal poly san luis obispo,,,2000,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1278,spencer bagley,westminster college utah,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1279,brian p katz,smith college,,,2002,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1280,alicia prieto langarica,youngstown state university,,,2012,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1281,rachelle decoste,wheaton college ma,,,2004,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1282,kenan ince,westminster college utah,,,2016,A Only,nonbinary,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1283,jessica m libertini,virginia military institute,,,2008,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1284,dana c ernst,northern arizona university,135,6,2008,A Only,man,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1285,dagan karp,harvey mudd college,,,2005,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1286,meredit l greer,bates college,,,2002,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1287,michael barany,university of edinburgh,196,7,,A Only,man,highered,international,moreri,united kingdom,assistant,lesssecure,other,other ,FALSE,,FALSE
1288,adriana salerno,bates college,,,2009,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1289,michael aizenman,princeton university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2740,FALSE
1290,noga alon,princeton university,46560,99,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,11009,FALSE
1291,ekaterina amerik,hse university,397,12,1997,C Only,woman,highered,international,moreri,russia,professor,moresecure,math,mathstat,FALSE,,FALSE
1292,nalini anantharaman,cnrs,,,2000,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1293,michael anderson,state university of new york at stony brook,,,1981,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1572,FALSE
1294,viviane baladi,cnrs,3158,30,1989,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1295,iosif bernstein,tel aviv university,2568,26,1972,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,TRUE,,FALSE
1296,roman bezrukavnikov,massachusetts institute of technology,2383,30,1998,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,908,FALSE
1297,jean michel bismut,universite paris sud,,,1973,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1298,fedor bogomolov,new york university,3257,28,1974,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1034,FALSE
1299,alexei borodin,massachusetts institute of technology,,,2001,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2847,FALSE
1300,boris botvinnik,university of oregon,,,1984,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,192,FALSE
1301,paul bourgade,new york university,,,2009,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,389,FALSE
1302,brian bowditch,university of warwick,,,1988,C Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
1303,oliver buhler,new york university,1566,21,1996,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,29,FALSE
1304,inna bumagin,carleton university,164,7,2001,C Only,woman,highered,international,moreri,canada,associate,moresecure,math,mathstat,FALSE,,FALSE
1305,dimitri burago,pennsylvania state university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1409,FALSE
1306,sylvain cappell,new york university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1007,FALSE
1307,mei chu chang,university of california riverside,,,1982,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,599,FALSE
